stop_name,stop_sequence,headway_secs
AMPANG,1,180
AMPANG,1,300
AMPANG,1,180
AMPANG,1,300
CAHAYA,2,180
CAHAYA,2,300
CAHAYA,2,180
CAHAYA,2,300
CEMPAKA,3,180
CEMPAKA,3,300
CEMPAKA,3,180
CEMPAKA,3,300
PANDAN INDAH,4,180
PANDAN INDAH,4,300
PANDAN INDAH,4,180
PANDAN INDAH,4,300
PANDAN JAYA,5,180
PANDAN JAYA,5,300
PANDAN JAYA,5,180
PANDAN JAYA,5,300
MALURI,6,180
MALURI,6,300
MALURI,6,180
MALURI,6,300
MIHARJA,7,180
MIHARJA,7,300
MIHARJA,7,180
MIHARJA,7,300
CHAN SOW LIN,8,180
CHAN SOW LIN,8,300
CHAN SOW LIN,8,180
CHAN SOW LIN,8,300
PUDU,9,180
PUDU,9,300
PUDU,9,180
PUDU,9,300
HANG TUAH,10,180
HANG TUAH,10,300
HANG TUAH,10,180
HANG TUAH,10,300
PLAZA RAKYAT,11,180
PLAZA RAKYAT,11,300
PLAZA RAKYAT,11,180
PLAZA RAKYAT,11,300
MASJID JAMEK,12,180
MASJID JAMEK,12,300
MASJID JAMEK,12,180
MASJID JAMEK,12,300
BANDARAYA,13,180
BANDARAYA,13,300
BANDARAYA,13,180
BANDARAYA,13,300
SULTAN ISMAIL,14,180
SULTAN ISMAIL,14,300
SULTAN ISMAIL,14,180
SULTAN ISMAIL,14,300
PWTC,15,180
PWTC,15,300
PWTC,15,180
PWTC,15,300
TITIWANGSA,16,180
TITIWANGSA,16,300
TITIWANGSA,16,180
TITIWANGSA,16,300
SENTUL,17,180
SENTUL,17,300
SENTUL,17,180
SENTUL,17,300
SENTUL TIMUR,18,180
SENTUL TIMUR,18,300
SENTUL TIMUR,18,180
SENTUL TIMUR,18,300
AMPANG,1,300
CAHAYA,2,300
CEMPAKA,3,300
PANDAN INDAH,4,300
PANDAN JAYA,5,300
MALURI,6,300
MIHARJA,7,300
CHAN SOW LIN,8,300
PUDU,9,300
HANG TUAH,10,300
PLAZA RAKYAT,11,300
MASJID JAMEK,12,300
BANDARAYA,13,300
SULTAN ISMAIL,14,300
PWTC,15,300
TITIWANGSA,16,300
SENTUL,17,300
SENTUL TIMUR,18,300
AMPANG,1,300
CAHAYA,2,300
CEMPAKA,3,300
PANDAN INDAH,4,300
PANDAN JAYA,5,300
MALURI,6,300
MIHARJA,7,300
CHAN SOW LIN,8,300
PUDU,9,300
HANG TUAH,10,300
PLAZA RAKYAT,11,300
MASJID JAMEK,12,300
BANDARAYA,13,300
SULTAN ISMAIL,14,300
PWTC,15,300
TITIWANGSA,16,300
SENTUL,17,300
SENTUL TIMUR,18,300
SENTUL TIMUR,1,180
SENTUL TIMUR,1,300
SENTUL TIMUR,1,180
SENTUL TIMUR,1,300
SENTUL,2,180
SENTUL,2,300
SENTUL,2,180
SENTUL,2,300
TITIWANGSA,3,180
TITIWANGSA,3,300
TITIWANGSA,3,180
TITIWANGSA,3,300
PWTC,4,180
PWTC,4,300
PWTC,4,180
PWTC,4,300
SULTAN ISMAIL,5,180
SULTAN ISMAIL,5,300
SULTAN ISMAIL,5,180
SULTAN ISMAIL,5,300
BANDARAYA,6,180
BANDARAYA,6,300
BANDARAYA,6,180
BANDARAYA,6,300
MASJID JAMEK,7,180
MASJID JAMEK,7,300
MASJID JAMEK,7,180
MASJID JAMEK,7,300
PLAZA RAKYAT,8,180
PLAZA RAKYAT,8,300
PLAZA RAKYAT,8,180
PLAZA RAKYAT,8,300
HANG TUAH,9,180
HANG TUAH,9,300
HANG TUAH,9,180
HANG TUAH,9,300
PUDU,10,180
PUDU,10,300
PUDU,10,180
PUDU,10,300
CHAN SOW LIN,11,180
CHAN SOW LIN,11,300
CHAN SOW LIN,11,180
CHAN SOW LIN,11,300
MIHARJA,12,180
MIHARJA,12,300
MIHARJA,12,180
MIHARJA,12,300
MALURI,13,180
MALURI,13,300
MALURI,13,180
MALURI,13,300
PANDAN JAYA,14,180
PANDAN JAYA,14,300
PANDAN JAYA,14,180
PANDAN JAYA,14,300
PANDAN INDAH,15,180
PANDAN INDAH,15,300
PANDAN INDAH,15,180
PANDAN INDAH,15,300
CEMPAKA,16,180
CEMPAKA,16,300
CEMPAKA,16,180
CEMPAKA,16,300
CAHAYA,17,180
CAHAYA,17,300
CAHAYA,17,180
CAHAYA,17,300
AMPANG,18,180
AMPANG,18,300
AMPANG,18,180
AMPANG,18,300
SENTUL TIMUR,1,300
SENTUL,2,300
TITIWANGSA,3,300
PWTC,4,300
SULTAN ISMAIL,5,300
BANDARAYA,6,300
MASJID JAMEK,7,300
PLAZA RAKYAT,8,300
HANG TUAH,9,300
PUDU,10,300
CHAN SOW LIN,11,300
MIHARJA,12,300
MALURI,13,300
PANDAN JAYA,14,300
PANDAN INDAH,15,300
CEMPAKA,16,300
CAHAYA,17,300
AMPANG,18,300
SENTUL TIMUR,1,300
SENTUL,2,300
TITIWANGSA,3,300
PWTC,4,300
SULTAN ISMAIL,5,300
BANDARAYA,6,300
MASJID JAMEK,7,300
PLAZA RAKYAT,8,300
HANG TUAH,9,300
PUDU,10,300
CHAN SOW LIN,11,300
MIHARJA,12,300
MALURI,13,300
PANDAN JAYA,14,300
PANDAN INDAH,15,300
CEMPAKA,16,300
CAHAYA,17,300
AMPANG,18,300
PUTRA HEIGHTS,1,420
PUTRA HEIGHTS,1,240
PUTRA HEIGHTS,1,420
PUTRA HEIGHTS,1,240
PUTRA HEIGHTS,1,420
SUBANG ALAM,2,420
SUBANG ALAM,2,240
SUBANG ALAM,2,420
SUBANG ALAM,2,240
SUBANG ALAM,2,420
ALAM MEGAH,3,420
ALAM MEGAH,3,240
ALAM MEGAH,3,420
ALAM MEGAH,3,240
ALAM MEGAH,3,420
USJ 21,4,420
USJ 21,4,240
USJ 21,4,420
USJ 21,4,240
USJ 21,4,420
WAWASAN,5,420
WAWASAN,5,240
WAWASAN,5,420
WAWASAN,5,240
WAWASAN,5,420
TAIPAN,6,420
TAIPAN,6,240
TAIPAN,6,420
TAIPAN,6,240
TAIPAN,6,420
USJ 7,7,420
USJ 7,7,240
USJ 7,7,420
USJ 7,7,240
USJ 7,7,420
SS 18,8,420
SS 18,8,240
SS 18,8,420
SS 18,8,240
SS 18,8,420
SS 15,9,420
SS 15,9,240
SS 15,9,420
SS 15,9,240
SS 15,9,420
SUBANG JAYA,10,420
SUBANG JAYA,10,240
SUBANG JAYA,10,420
SUBANG JAYA,10,240
SUBANG JAYA,10,420
CGC GLENMARIE,11,420
CGC GLENMARIE,11,240
CGC GLENMARIE,11,420
CGC GLENMARIE,11,240
CGC GLENMARIE,11,420
ARA DAMANSARA,12,420
ARA DAMANSARA,12,240
ARA DAMANSARA,12,420
ARA DAMANSARA,12,240
ARA DAMANSARA,12,420
LEMBAH SUBANG,13,420
LEMBAH SUBANG,13,240
LEMBAH SUBANG,13,420
LEMBAH SUBANG,13,240
LEMBAH SUBANG,13,420
KELANA JAYA,14,420
KELANA JAYA,14,240
KELANA JAYA,14,420
KELANA JAYA,14,240
KELANA JAYA,14,420
TAMAN BAHAGIA,15,420
TAMAN BAHAGIA,15,240
TAMAN BAHAGIA,15,420
TAMAN BAHAGIA,15,240
TAMAN BAHAGIA,15,420
TAMAN PARAMOUNT,16,420
TAMAN PARAMOUNT,16,240
TAMAN PARAMOUNT,16,420
TAMAN PARAMOUNT,16,240
TAMAN PARAMOUNT,16,420
ASIA JAYA,17,420
ASIA JAYA,17,240
ASIA JAYA,17,420
ASIA JAYA,17,240
ASIA JAYA,17,420
TAMAN JAYA,18,420
TAMAN JAYA,18,240
TAMAN JAYA,18,420
TAMAN JAYA,18,240
TAMAN JAYA,18,420
UNIVERSITI,19,420
UNIVERSITI,19,240
UNIVERSITI,19,420
UNIVERSITI,19,240
UNIVERSITI,19,420
KERINCHI,20,420
KERINCHI,20,240
KERINCHI,20,420
KERINCHI,20,240
KERINCHI,20,420
ABDULLAH HUKUM,21,420
ABDULLAH HUKUM,21,240
ABDULLAH HUKUM,21,420
ABDULLAH HUKUM,21,240
ABDULLAH HUKUM,21,420
BANK RAKYAT BANGSAR,22,420
BANK RAKYAT BANGSAR,22,240
BANK RAKYAT BANGSAR,22,420
BANK RAKYAT BANGSAR,22,240
BANK RAKYAT BANGSAR,22,420
KL SENTRAL,23,420
KL SENTRAL,23,240
KL SENTRAL,23,420
KL SENTRAL,23,240
KL SENTRAL,23,420
PASAR SENI,24,420
PASAR SENI,24,240
PASAR SENI,24,420
PASAR SENI,24,240
PASAR SENI,24,420
MASJID JAMEK,25,420
MASJID JAMEK,25,240
MASJID JAMEK,25,420
MASJID JAMEK,25,240
MASJID JAMEK,25,420
DANG WANGI,26,420
DANG WANGI,26,240
DANG WANGI,26,420
DANG WANGI,26,240
DANG WANGI,26,420
KAMPUNG BARU,27,420
KAMPUNG BARU,27,240
KAMPUNG BARU,27,420
KAMPUNG BARU,27,240
KAMPUNG BARU,27,420
KLCC,28,420
KLCC,28,240
KLCC,28,420
KLCC,28,240
KLCC,28,420
AMPANG PARK,29,420
AMPANG PARK,29,240
AMPANG PARK,29,420
AMPANG PARK,29,240
AMPANG PARK,29,420
DAMAI,30,420
DAMAI,30,240
DAMAI,30,420
DAMAI,30,240
DAMAI,30,420
DATO' KERAMAT,31,420
DATO' KERAMAT,31,240
DATO' KERAMAT,31,420
DATO' KERAMAT,31,240
DATO' KERAMAT,31,420
JELATEK,32,420
JELATEK,32,240
JELATEK,32,420
JELATEK,32,240
JELATEK,32,420
SETIAWANGSA,33,420
SETIAWANGSA,33,240
SETIAWANGSA,33,420
SETIAWANGSA,33,240
SETIAWANGSA,33,420
SRI RAMPAI,34,420
SRI RAMPAI,34,240
SRI RAMPAI,34,420
SRI RAMPAI,34,240
SRI RAMPAI,34,420
WANGSA MAJU,35,420
WANGSA MAJU,35,240
WANGSA MAJU,35,420
WANGSA MAJU,35,240
WANGSA MAJU,35,420
TAMAN MELATI,36,420
TAMAN MELATI,36,240
TAMAN MELATI,36,420
TAMAN MELATI,36,240
TAMAN MELATI,36,420
GOMBAK,37,420
GOMBAK,37,240
GOMBAK,37,420
GOMBAK,37,240
GOMBAK,37,420
PUTRA HEIGHTS,1,420
SUBANG ALAM,2,420
ALAM MEGAH,3,420
USJ 21,4,420
WAWASAN,5,420
TAIPAN,6,420
USJ 7,7,420
SS 18,8,420
SS 15,9,420
SUBANG JAYA,10,420
CGC GLENMARIE,11,420
ARA DAMANSARA,12,420
LEMBAH SUBANG,13,420
KELANA JAYA,14,420
TAMAN BAHAGIA,15,420
TAMAN PARAMOUNT,16,420
ASIA JAYA,17,420
TAMAN JAYA,18,420
UNIVERSITI,19,420
KERINCHI,20,420
ABDULLAH HUKUM,21,420
BANK RAKYAT BANGSAR,22,420
KL SENTRAL,23,420
PASAR SENI,24,420
MASJID JAMEK,25,420
DANG WANGI,26,420
KAMPUNG BARU,27,420
KLCC,28,420
AMPANG PARK,29,420
DAMAI,30,420
DATO' KERAMAT,31,420
JELATEK,32,420
SETIAWANGSA,33,420
SRI RAMPAI,34,420
WANGSA MAJU,35,420
TAMAN MELATI,36,420
GOMBAK,37,420
PUTRA HEIGHTS,1,420
SUBANG ALAM,2,420
ALAM MEGAH,3,420
USJ 21,4,420
WAWASAN,5,420
TAIPAN,6,420
USJ 7,7,420
SS 18,8,420
SS 15,9,420
SUBANG JAYA,10,420
CGC GLENMARIE,11,420
ARA DAMANSARA,12,420
LEMBAH SUBANG,13,420
KELANA JAYA,14,420
TAMAN BAHAGIA,15,420
TAMAN PARAMOUNT,16,420
ASIA JAYA,17,420
TAMAN JAYA,18,420
UNIVERSITI,19,420
KERINCHI,20,420
ABDULLAH HUKUM,21,420
BANK RAKYAT BANGSAR,22,420
KL SENTRAL,23,420
PASAR SENI,24,420
MASJID JAMEK,25,420
DANG WANGI,26,420
KAMPUNG BARU,27,420
KLCC,28,420
AMPANG PARK,29,420
DAMAI,30,420
DATO' KERAMAT,31,420
JELATEK,32,420
SETIAWANGSA,33,420
SRI RAMPAI,34,420
WANGSA MAJU,35,420
TAMAN MELATI,36,420
GOMBAK,37,420
GOMBAK,1,420
GOMBAK,1,240
GOMBAK,1,420
GOMBAK,1,240
GOMBAK,1,420
TAMAN MELATI,2,420
TAMAN MELATI,2,240
TAMAN MELATI,2,420
TAMAN MELATI,2,240
TAMAN MELATI,2,420
WANGSA MAJU,3,420
WANGSA MAJU,3,240
WANGSA MAJU,3,420
WANGSA MAJU,3,240
WANGSA MAJU,3,420
SRI RAMPAI,4,420
SRI RAMPAI,4,240
SRI RAMPAI,4,420
SRI RAMPAI,4,240
SRI RAMPAI,4,420
SETIAWANGSA,5,420
SETIAWANGSA,5,240
SETIAWANGSA,5,420
SETIAWANGSA,5,240
SETIAWANGSA,5,420
JELATEK,6,420
JELATEK,6,240
JELATEK,6,420
JELATEK,6,240
JELATEK,6,420
DATO' KERAMAT,7,420
DATO' KERAMAT,7,240
DATO' KERAMAT,7,420
DATO' KERAMAT,7,240
DATO' KERAMAT,7,420
DAMAI,8,420
DAMAI,8,240
DAMAI,8,420
DAMAI,8,240
DAMAI,8,420
AMPANG PARK,9,420
AMPANG PARK,9,240
AMPANG PARK,9,420
AMPANG PARK,9,240
AMPANG PARK,9,420
KLCC,10,420
KLCC,10,240
KLCC,10,420
KLCC,10,240
KLCC,10,420
KAMPUNG BARU,11,420
KAMPUNG BARU,11,240
KAMPUNG BARU,11,420
KAMPUNG BARU,11,240
KAMPUNG BARU,11,420
DANG WANGI,12,420
DANG WANGI,12,240
DANG WANGI,12,420
DANG WANGI,12,240
DANG WANGI,12,420
MASJID JAMEK,13,420
MASJID JAMEK,13,240
MASJID JAMEK,13,420
MASJID JAMEK,13,240
MASJID JAMEK,13,420
PASAR SENI,14,420
PASAR SENI,14,240
PASAR SENI,14,420
PASAR SENI,14,240
PASAR SENI,14,420
KL SENTRAL,15,420
KL SENTRAL,15,240
KL SENTRAL,15,420
KL SENTRAL,15,240
KL SENTRAL,15,420
BANK RAKYAT BANGSAR,16,420
BANK RAKYAT BANGSAR,16,240
BANK RAKYAT BANGSAR,16,420
BANK RAKYAT BANGSAR,16,240
BANK RAKYAT BANGSAR,16,420
ABDULLAH HUKUM,17,420
ABDULLAH HUKUM,17,240
ABDULLAH HUKUM,17,420
ABDULLAH HUKUM,17,240
ABDULLAH HUKUM,17,420
KERINCHI,18,420
KERINCHI,18,240
KERINCHI,18,420
KERINCHI,18,240
KERINCHI,18,420
UNIVERSITI,19,420
UNIVERSITI,19,240
UNIVERSITI,19,420
UNIVERSITI,19,240
UNIVERSITI,19,420
TAMAN JAYA,20,420
TAMAN JAYA,20,240
TAMAN JAYA,20,420
TAMAN JAYA,20,240
TAMAN JAYA,20,420
ASIA JAYA,21,420
ASIA JAYA,21,240
ASIA JAYA,21,420
ASIA JAYA,21,240
ASIA JAYA,21,420
TAMAN PARAMOUNT,22,420
TAMAN PARAMOUNT,22,240
TAMAN PARAMOUNT,22,420
TAMAN PARAMOUNT,22,240
TAMAN PARAMOUNT,22,420
TAMAN BAHAGIA,23,420
TAMAN BAHAGIA,23,240
TAMAN BAHAGIA,23,420
TAMAN BAHAGIA,23,240
TAMAN BAHAGIA,23,420
KELANA JAYA,24,420
KELANA JAYA,24,240
KELANA JAYA,24,420
KELANA JAYA,24,240
KELANA JAYA,24,420
LEMBAH SUBANG,25,420
LEMBAH SUBANG,25,240
LEMBAH SUBANG,25,420
LEMBAH SUBANG,25,240
LEMBAH SUBANG,25,420
ARA DAMANSARA,26,420
ARA DAMANSARA,26,240
ARA DAMANSARA,26,420
ARA DAMANSARA,26,240
ARA DAMANSARA,26,420
CGC GLENMARIE,27,420
CGC GLENMARIE,27,240
CGC GLENMARIE,27,420
CGC GLENMARIE,27,240
CGC GLENMARIE,27,420
SUBANG JAYA,28,420
SUBANG JAYA,28,240
SUBANG JAYA,28,420
SUBANG JAYA,28,240
SUBANG JAYA,28,420
SS 15,29,420
SS 15,29,240
SS 15,29,420
SS 15,29,240
SS 15,29,420
SS 18,30,420
SS 18,30,240
SS 18,30,420
SS 18,30,240
SS 18,30,420
USJ 7,31,420
USJ 7,31,240
USJ 7,31,420
USJ 7,31,240
USJ 7,31,420
TAIPAN,32,420
TAIPAN,32,240
TAIPAN,32,420
TAIPAN,32,240
TAIPAN,32,420
WAWASAN,33,420
WAWASAN,33,240
WAWASAN,33,420
WAWASAN,33,240
WAWASAN,33,420
USJ 21,34,420
USJ 21,34,240
USJ 21,34,420
USJ 21,34,240
USJ 21,34,420
ALAM MEGAH,35,420
ALAM MEGAH,35,240
ALAM MEGAH,35,420
ALAM MEGAH,35,240
ALAM MEGAH,35,420
SUBANG ALAM,36,420
SUBANG ALAM,36,240
SUBANG ALAM,36,420
SUBANG ALAM,36,240
SUBANG ALAM,36,420
PUTRA HEIGHTS,37,420
PUTRA HEIGHTS,37,240
PUTRA HEIGHTS,37,420
PUTRA HEIGHTS,37,240
PUTRA HEIGHTS,37,420
GOMBAK,1,420
TAMAN MELATI,2,420
WANGSA MAJU,3,420
SRI RAMPAI,4,420
SETIAWANGSA,5,420
JELATEK,6,420
DATO' KERAMAT,7,420
DAMAI,8,420
AMPANG PARK,9,420
KLCC,10,420
KAMPUNG BARU,11,420
DANG WANGI,12,420
MASJID JAMEK,13,420
PASAR SENI,14,420
KL SENTRAL,15,420
BANK RAKYAT BANGSAR,16,420
ABDULLAH HUKUM,17,420
KERINCHI,18,420
UNIVERSITI,19,420
TAMAN JAYA,20,420
ASIA JAYA,21,420
TAMAN PARAMOUNT,22,420
TAMAN BAHAGIA,23,420
KELANA JAYA,24,420
LEMBAH SUBANG,25,420
ARA DAMANSARA,26,420
CGC GLENMARIE,27,420
SUBANG JAYA,28,420
SS 15,29,420
SS 18,30,420
USJ 7,31,420
TAIPAN,32,420
WAWASAN,33,420
USJ 21,34,420
ALAM MEGAH,35,420
SUBANG ALAM,36,420
PUTRA HEIGHTS,37,420
GOMBAK,1,420
TAMAN MELATI,2,420
WANGSA MAJU,3,420
SRI RAMPAI,4,420
SETIAWANGSA,5,420
JELATEK,6,420
DATO' KERAMAT,7,420
DAMAI,8,420
AMPANG PARK,9,420
KLCC,10,420
KAMPUNG BARU,11,420
DANG WANGI,12,420
MASJID JAMEK,13,420
PASAR SENI,14,420
KL SENTRAL,15,420
BANK RAKYAT BANGSAR,16,420
ABDULLAH HUKUM,17,420
KERINCHI,18,420
UNIVERSITI,19,420
TAMAN JAYA,20,420
ASIA JAYA,21,420
TAMAN PARAMOUNT,22,420
TAMAN BAHAGIA,23,420
KELANA JAYA,24,420
LEMBAH SUBANG,25,420
ARA DAMANSARA,26,420
CGC GLENMARIE,27,420
SUBANG JAYA,28,420
SS 15,29,420
SS 18,30,420
USJ 7,31,420
TAIPAN,32,420
WAWASAN,33,420
USJ 21,34,420
ALAM MEGAH,35,420
SUBANG ALAM,36,420
PUTRA HEIGHTS,37,420
PUTRA HEIGHTS,1,180
PUTRA HEIGHTS,1,300
PUTRA HEIGHTS,1,180
PUTRA HEIGHTS,1,300
PUCHONG PRIMA,2,180
PUCHONG PRIMA,2,300
PUCHONG PRIMA,2,180
PUCHONG PRIMA,2,300
PUCHONG PERDANA,3,180
PUCHONG PERDANA,3,300
PUCHONG PERDANA,3,180
PUCHONG PERDANA,3,300
BANDAR PUTERI,4,180
BANDAR PUTERI,4,300
BANDAR PUTERI,4,180
BANDAR PUTERI,4,300
TAMAN PERINDUSTRIAN PUCHONG,5,180
TAMAN PERINDUSTRIAN PUCHONG,5,300
TAMAN PERINDUSTRIAN PUCHONG,5,180
TAMAN PERINDUSTRIAN PUCHONG,5,300
PUSAT BANDAR PUCHONG,6,180
